"u_parent_asset","name","asset_tag","serial_number","location","u_building","u_room","u_floor","po_number","u_scheduled_retirement"
"PC076074","PC076074","HSS-1034333","G62JRH3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","Sunroom (admin area)","1","REQ0560221-RITM0588250-SCTASK0937590","06/30/2030"
"LD057814","8GTGRH3","HSS-1034379","8GTGRH3","VIHA-MDO-Metral Drive Offices-Main Building-3rd Floor","Main","Employee Records/Human Resources","3","REQ0572800-RITM0601546-SCTASK0942687","06/30/2030"
"LD057814","7FQHRH3","HSS-1034380","7FQHRH3","VIHA-MDO-Metral Drive Offices-Main Building-3rd Floor","Main","Employee Records/Human Resources","3","REQ0572800-RITM0601546-SCTASK0942687","06/30/2030"
"PC071874","PC071874","HSS-1034470","4NJJRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor","Main Building","305","","REQ0566032-RITM0594440-SCTASK0936470","07/31/2030"
"PC071874","PC071874","HSS-1034471","5NJJRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor","Main Building","305","","REQ0566032-RITM0594440-SCTASK0936470","07/31/2030"
"PC077096","PC077096","HSS-1034472","C0VKRH3","VIHA-NCMC-Nanaimo Colville Medical Center-Main Building-3rd Floor","Main Building","304","","REQ0566032-RITM0594441-SCTASK0936487","07/31/2030"
"PC077096","PC077096","HSS-1034473","3NXJRH3","VIHA-NCMC-Nanaimo Colville Medical Center-Main Building-3rd Floor","Main Building","304","","REQ0566032-RITM0594441-SCTASK0936487","07/31/2030"
"","3NJJRH3","HSS-1034488","3NJJRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main","B004 - WFH","B","REQ0573733-RITM0602517-SCTASK0946591","07/31/2030"
"PC071875","PC071875","HSS-1034517","33KKRH3","VIHA-NCMC-Nanaimo Colville Medical Center-Main Building-3rd Floor","Main Building","304","3rd","REQ0566121-RITM0594533-SCTASK0936719","07/31/2030"
"PC071875","PC071875","HSS-1034518","8BPKRH3","VIHA-NCMC-Nanaimo Colville Medical Center-Main Building-3rd Floor","Main Building","304","3rd","REQ0566121-RITM0594533-SCTASK0936719","07/31/2030"
"PC077095","PC077095","HSS-1034526","CMXJRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G255","","REQ0566032-RITM0594442-SCTASK0936259","07/31/2030"
"PC077095","PC077095","HSS-1034527","J55KRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G255","","REQ0566032-RITM0594442-SCTASK0936259","07/31/2030"
"PC077094","PC077094","HSS-1034528","JYTKRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G255","","REQ0566032-RITM0594439-SCTASK0936232","07/31/2030"
"PC077094","PC077094","HSS-1034529","1ZTKRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G255","","REQ0566032-RITM0594439-SCTASK0936232","07/31/2030"
"PC077093","PC077093","HSS-1034532","7CPKRH3","VIHA-NCMC-Nanaimo Colville Medical Center-Main Building-3rd Floor","Main","303 - 5 Doctor Consult Room 2","","REQ0566111-RITM0594521-SCTASK0936183","07/31/2030"
"PC077093","PC077093","HSS-1034533","7VJJRH3","VIHA-NCMC-Nanaimo Colville Medical Center-Main Building-3rd Floor","Main","303 - 5 Doctor Consult Room 2","","REQ0566111-RITM0594521-SCTASK0936183","07/31/2030"
"PC077092","PC077092","HSS-1034534","52KKRH3","VIHA-NCMC-Nanaimo Colville Medical Center-Main Building-3rd Floor","Main Building","303 - 15 Print Room","","REQ0566121-RITM0594531-SCTASK0936154","07/31/2030"
"PC077092","PC077092","HSS-1034535","JNXJRH3","VIHA-NCMC-Nanaimo Colville Medical Center-Main Building-3rd Floor","Main Building","303 - 15 Print Room","","REQ0566121-RITM0594531-SCTASK0936154","07/31/2030"
"LD060822","LD060822","HSS-1034542","HMXJRH3","VIHA-MDO-Metral Drive Offices","","Employee Records","","REQ0572800-RITM0601545-SCTASK0939881","07/31/2030"
"LD060822","LD060822","HSS-1034543","BNXJRH3","VIHA-MDO-Metral Drive Offices","","Employee Records","","REQ0572800-RITM0601545-SCTASK0939881","07/31/2030"
"LD060842","LD060842","HSS-1034566","FNXJRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G077A","G","REQ0571452-RITM0600151-SCTASK0945182","07/31/2030"
"LD060842","LD060842","HSS-1034567","DMXJRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G077A","G","REQ0571452-RITM0600151-SCTASK0945182","07/31/2030"
"LD065082","LD065082","HSS-1034572","BKPKRH3","VIHA-MDO-Metral Drive Offices-Main Building-3rd Floor","Main Building","300 - Cubicles - Joanne Dun","3","REQ0572940-RITM0601704-SCTASK0945196","07/31/2030"
"LD065082","LD065082","HSS-1034573","FTJKRH3","VIHA-MDO-Metral Drive Offices-Main Building-3rd Floor","Main Building","300 - Cubicles - Joanne Dun","3","REQ0572940-RITM0601704-SCTASK0945196","07/31/2030"
"LD039647","LD060846","HSS-1034577","7P2HRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor","Tower","3004","3","REQ0571432-RITM0600130-SCTASK0945221","07/31/2030"
"LD039647","LD060846","HSS-1034578","CGYKGC3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor","Tower","3004","3","REQ0571432-RITM0600130-SCTASK0945221","07/31/2030"
"PC026666","PC026666","HSS-1034685","BMTGRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","P2020 - Room 2","","REQ0576533-RITM0605516-SCTASK0949736","07/31/2030"
"LD060855","LD060855","HSS-1034719","CCPKRH3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","WFH - Home Office (VPN)","1","REQ0574757-RITM0603688-SCTASK0947269","07/31/2030"
"LD060855","LD060855","HSS-1034720","DHXJRH3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","WFH - Home Office (VPN)","1","REQ0574757-RITM0603688-SCTASK0947269","07/31/2030"
"LD038370","LD038370","HSS-1034723","1PXJRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G077","G","REQ0567166-RITM0595656-SCTASK0949481","07/31/2030"
"LD038370","LD038370","HSS-1034724","8VJJRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G077","G","REQ0567166-RITM0595656-SCTASK0949481","07/31/2030"
"LD060894","LD060894","HSS-1034729","J2SJRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","Cubby","B","REQ0577208-RITM0606219-SCTASK0952379","07/31/2030"
"LD060894","LD060894","HSS-1034730","B2SJRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","Cubby","B","REQ0577208-RITM0606219-SCTASK0952379","07/31/2030"
"LD1000309","LD1000309","HSS-1034768","CPMJRH3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","WFH - Home Office (VPN)","1","REQ0578316-RITM0607382-SCTASK0962709","07/31/2030"
"LD100075","LD100075","HSS-1034846","290LGC3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B44","1","REQ0578872-RITM0607959-SCTASK0959663","07/31/2030"
"LD061004","LD061005","HSS-1034861","JCPKRH3","VIHA-BCN-Bowen Center Nanaimo","Main","","1","REQ0583363-RITM0612705-SCTASK0962188","07/31/2030"
"PC077156","PC077156","HSS-1034865","7ZTKRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","Room 1139","1","REQ0557073-RITM0584943-SCTASK0963489","07/31/2030"
"PC077156","PC077156","HSS-1034866","8PXJRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","Room 1139","1","REQ0557073-RITM0584943-SCTASK0963489","07/31/2030"
"PC077159","PC077159","HSS-1034923","1DSKGC3","VIHA-WHMH-Wisteria House Mental Health-Main Building-1st Floor","Main Building","Main Office","1st","REQ0579660-RITM0608795-SCTASK0963637","07/31/2030"
"LD061004","LD061043","HSS-1034925","1KPKRH3","VIHA-BCN-Bowen Center Nanaimo","Main","","1","REQ0583363-RITM0612706-SCTASK0965002","07/31/2030"
"LD059323","HSS-1034977","HSS-1034977","5H1LGC3","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4026 (Social Work)","4","REQ0570211-RITM0598833-SCTASK0969709","07/31/2030"
"LD061106","LD061106","HSS-1035014","JD0LGC3","VIHA-DCDF-Duncan Community Dialysis Facility-Main Building-1st Floor","Main Building","112 (CN)","1","REQ0590958-RITM0620633-SCTASK0972363","07/31/2030"
"LD061106","LD061106","HSS-1035015","1F0LGC3","VIHA-DCDF-Duncan Community Dialysis Facility-Main Building-1st Floor","Main Building","112 (CN)","1","REQ0590958-RITM0620633-SCTASK0972363","07/31/2030"
"LD061102","LD061102","HSS-1035125","9JYKGC3","VIHA-MDO-Metral Drive Offices","","WFH","","REQ0589978-RITM0619590-SCTASK0972355","07/31/2030"
"LD061102","LD061102","HSS-1035126","1QCKGC3","VIHA-MDO-Metral Drive Offices","","WFH","","REQ0589978-RITM0619590-SCTASK0972355","07/31/2030"
"LD061140","LD061140","HSS-1035128","7HNKGC3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","WFH","B","REQ0594934-RITM0624817-SCTASK0976640","07/31/2030"
"PC077258","PC077258","HSS-1035130","DYVKGC3","VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor","Main Building","308 (Clinic)","1st","REQ0591403-RITM0621105-SCTASK0979268","07/31/2030"
"PC077257","PC077257","HSS-1035131","FPVKGC3","VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor","Main Building","307 (Outreach)","1st","REQ0591406-RITM0621108-SCTASK0979253","07/31/2030"
"","LD040007","HSS-1035191","HPRKRH3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","Activities","1","REQ0602694-RITM0633038-SCTASK0994391","08/31/2030"
"LD061223","LD061223","HSS-1035233","BYZJRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G253","G","REQ0599419-RITM0629574-SCTASK0986152","08/31/2030"
"LD061223","LD061223","HSS-1035234","5QRKRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G253","G","REQ0599419-RITM0629574-SCTASK0986152","08/31/2030"
"PC077315","PC077315","HSS-1035256","4QRKRH3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G036 (Laundry Room Area)","Ground Floor","REQ0572161-RITM0600880-SCTASK0989818","08/31/2030"
"LD061339","LD061339","HSS-1035313","DKVJRH3","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","Main Building","304","2","REQ0588744-RITM0618306-SCTASK1000126","08/31/2030"
"LD061339","LD061339","HSS-1035314","4TRKRH3","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","Main Building","304","2","REQ0588744-RITM0618306-SCTASK1000126","08/31/2030"
"LD061297","LD061297","HSS-1035321","HMRKRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","B004","B","REQ0600291-RITM0630505-SCTASK0993706","08/31/2030"
"LD061289","LD061289","HSS-1035323","32DKRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G253","G","REQ0600335-RITM0630549-SCTASK0993681","08/31/2030"
"LD061289","LD061289","HSS-1035324","5LVJRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G253","G","REQ0600335-RITM0630549-SCTASK0993681","08/31/2030"
"LD041784","LD061288","HSS-1035325","BNRKRH3","VIHA-NER-Nanaimo Estevan Road-Main Building-1st Floor","Main Building","107 - Ingrid Flynn","1","REQ0601004-RITM0631256-SCTASK0993679","08/31/2030"
"LD061295","LD061295","HSS-1035326","3PZJRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G253","G","REQ0600313-RITM0630527-SCTASK0993702","08/31/2030"
"LD061295","LD061295","HSS-1035327","4VGKRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G253","G","REQ0600313-RITM0630527-SCTASK0993702","08/31/2030"
"LD061291","LD061291","HSS-1035332","J1DKRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","N/A (Work From Home)","B1","REQ0600333-RITM0630547-SCTASK0993690","08/31/2030"
"LD061291","LD061291","HSS-1035333","JKVJRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","N/A (Work From Home)","B1","REQ0600333-RITM0630547-SCTASK0993690","08/31/2030"
"PC077330","PC077330","HSS-1035382","17ZWDM3","VIHA-CPRF-Caulfield Place Residential Facility-Main Building-1st Floor","Main Building","Main Room","1st","REQ0428109-RITM0448799-SCTASK0993749","08/31/2030"
"LD085375","LD085375","HSS-1035385","BGDHRH3","VIHA-DJS-Duncan Jubilee Street-Main Building-1st Floor","Main Building","2 (Mark's Office)","1","REQ0600444-RITM0630662-SCTASK0993710","08/31/2030"
"LD085375","LD085375","HSS-1035386","J28HRH3","VIHA-DJS-Duncan Jubilee Street-Main Building-1st Floor","Main Building","2 (Mark's Office)","1","REQ0600444-RITM0630662-SCTASK0993710","08/31/2030"
"PC077335","PC077335","HSS-1035389","13WHRH3","VIHA-NRGH-Nanaimo Regional General Hospital","","s2055","","REQ0549723-RITM0577067-SCTASK0996165","08/31/2030"
"PC034796LEG","PC077335","HSS-1035390","F2WHRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","S2006","","REQ0549723-RITM0577067-SCTASK0996165","08/31/2030"
"LD061385","LD061385","HSS-1035670","7LYMVF3","VIHA-DPRC-Dufferin Place (NRGH)-Main Building","","B004","","REQ0613206-RITM0644102-SCTASK1009257","08/31/2030"
"LD061385","LD061385","HSS-1035671","8LYMVF3","VIHA-DPRC-Dufferin Place (NRGH)-Main Building","","B004","","REQ0613206-RITM0644102-SCTASK1009257","08/31/2030"
"PC106570","PC106570","HSS-1035672","4JRLVF3","VIHA-CISC-Centre Island Surgical Centre-Main Building-Basement 1","CISC","Dictation Space Outside OR","B","REQ0613206-RITM0644101-SCTASK1014988","08/31/2030"
"LD061466","LD061384","HSS-1035674","26TMVF3","VIHA-DPRC-Dufferin Place (NRGH)-Main Building","","B004","","REQ0613206-RITM0644100-SCTASK1009249","08/31/2030"
"LD061385","LD061382","HSS-1035676","7JRLVF3","VIHA-DPRC-Dufferin Place (NRGH)-Main Building","","B004","","REQ0613206-RITM0644099-SCTASK1008338","08/31/2030"
"LD065930","H3TMVF3","HSS-1035746","H3TMVF3","VIHA-RCO-Regional Corporate Office-Main Building-2nd Floor","","","","REQ0634587-RITM0666587-SCTASK1044729","09/30/2030"
"LD065930","H5TMVF3","HSS-1035747","H5TMVF3","VIHA-RCO-Regional Corporate Office-Main Building-2nd Floor","","","","REQ0634587-RITM0666587-SCTASK1044729","09/30/2030"
"LD065139","24TMVF3","HSS-1035755","24TMVF3","VIHA-TLLTC-Trillium Lodge-Main Building-1st Floor","Main","Office 5","1","REQ0602090-RITM0632372-SCTASK1043147","09/30/2030"
"PC077359","PC077359","HSS-1035765","68570N3","VIHA-CDH-Cowichan District Hospital","Main Building","Office","1st","REQ0604985-RITM0635501-SCTASK1001530","09/30/2030"
"TD001739","LD061336","HSS-1035766","8RQ60N3","VIHA-NRGH-Nanaimo Regional General Hospital","","WFH","","REQ0599138-RITM0629272-SCTASK0999388","09/30/2030"
"TD001739","LD061336","HSS-1035767","2F060N3","VIHA-NRGH-Nanaimo Regional General Hospital","","WFH","","REQ0599138-RITM0629272-SCTASK0999388","09/30/2030"
"LD061321","LD061321","HSS-1035770","3PW50N3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1159","1","REQ0583910-RITM0613270-SCTASK0996078","09/30/2030"
"LD061321","LD061321","HSS-1035771","2PW50N3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1159","1","REQ0583910-RITM0613270-SCTASK0996078","09/30/2030"
"LD061340","LD061340","HSS-1035774","GT1MVF3","VIHA-MDO-Metral Drive Offices-Main Building","Main","328","3","REQ0606810-RITM0637457-SCTASK1000161","09/30/2030"
"LD061340","LD061340","HSS-1035775","58L60N3","VIHA-MDO-Metral Drive Offices-Main Building","Main","328","3","REQ0606810-RITM0637457-SCTASK1000161","09/30/2030"
"LD061381","LD061383","HSS-1035797","CT460N3","VIHA-DPRC-Dufferin Place (NRGH)-Main Building","","B004","","REQ0613206-RITM0644098-SCTASK1009192","09/30/2030"
"","LD061387","HSS-1035801","3Y460N3","VIHA-NWWS-Nanaimo Wentworth Street-Main Building-1st Floor","","106","","REQ0613250-RITM0644147-SCTASK1009287","09/30/2030"
"PC050412","PC077375","HSS-1035802","JX460N3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","E1213","1","REQ0607875-RITM0638569-SCTASK1006827","09/30/2030"
"PC077447","PC077447","HSS-1035814","3Y070N3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2055B (Maternity Clinic)","","REQ0622880-RITM0654281-SCTASK1023490","09/30/2030"
"PC077448","PC077448","HSS-1035816","FPF60N3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2055A (Maternity Clinic)","","REQ0622880-RITM0654282-SCTASK1023869","09/30/2030"
"PC077448","PC077448","HSS-1035817","7X460N3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2055A (Maternity Clinic)","","REQ0622880-RITM0654282-SCTASK1023869","09/30/2030"
"LD061501","LD061500","HSS-1035829","7X070N3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G253","G","REQ0620448-RITM0651673-SCTASK1022169","09/30/2030"
"LD044727","LD061653","HSS-1035852","GYQ60N3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G253","Ground Floor","REQ0624983-RITM0656515-SCTASK1044561","09/30/2030"
"LD059947","LD059947","HSS-1035886","57L60N3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","Home Office (VPN)","1","REQ0605371-RITM0635903-SCTASK1008237","09/30/2030"
"LD059947","LD059947","HSS-1035887","47L60N3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","Home Office (VPN)","1","REQ0605371-RITM0635903-SCTASK1008237","09/30/2030"
"PC031853","18L60N3","HSS-1035888","18L60N3","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4037 (Nurse Station)","4th","REQ0624718-RITM0656234-SCTASK1048192","09/30/2030"
"LD061507","LD061507","HSS-1035945","FSF60N3","VIHA-NER-Nanaimo Estevan Road-Main Building-3rd Floor","Main","301","3","REQ0614029-RITM0644952-SCTASK1023870","09/30/2030"
"LD061507","LD061507","HSS-1035946","CC570N3","VIHA-NER-Nanaimo Estevan Road-Main Building-3rd Floor","Main","301","3","REQ0614029-RITM0644952-SCTASK1023870","09/30/2030"
"LD061542","LD061542","HSS-1035947","8DW60N3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","OR BioMed","2","REQ0626752-RITM0658366-SCTASK1030590","09/30/2030"
"LD061542","LD061542","HSS-1035948","3G960N3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","OR BioMed","2","REQ0626752-RITM0658366-SCTASK1030590","09/30/2030"
"","72660N3","HSS-1035980","72660N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor","Main Building","219 (W129)","2","REQ0605371-RITM0635909-SCTASK1008233","09/30/2030"
"LD061541","LD061541","HSS-1036026","D8060N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","137 (W15)","1","REQ0622382-RITM0653759-SCTASK1030582","09/30/2030"
"LD061541","LD061541","HSS-1036027","H4S60N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","137 (W15)","1","REQ0622382-RITM0653759-SCTASK1030582","09/30/2030"
"PC077491","PC077491","HSS-1036029","G4S60N3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","Nurse Station","Ground","REQ0592254-RITM0622007-SCTASK1045737","09/30/2030"
"LD060547","LD061622","HSS-1036049","JQM60N3","VIHA-LCHU-Lake Cowichan Health Unit-Main Building-1st Floor","Main Building","Sandy's office (5)","1","REQ0622991-RITM0654396-SCTASK1034600","09/30/2030"
"LD060547","LD061622","HSS-1036050","94S60N3","VIHA-LCHU-Lake Cowichan Health Unit-Main Building-1st Floor","Main Building","Sandy's office (5)","1","REQ0622991-RITM0654396-SCTASK1034600","09/30/2030"
"PC031565","PC031565","HSS-1036053","4RM60N3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G255","","REQ0618999-RITM0650137-SCTASK1022155","09/30/2030"
