City,Location,Building,Floor,Room
Victoria,VIHA-RJH-Royal Jubilee Hospital-West Block-1st Floor,Main Building,0,-
Victoria,VIHA-RJH-Royal Jubilee Hospital-West Block-2nd Floor,Main Building,0,-
Victoria,VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor,Main Building,0,-
Victoria,VIHA-RJH-Royal Jubilee Hospital-West Block-4th Floor,Main Building,0,-
Victoria,VIHA-RJH-Royal Jubilee Hospital-Wilson Block-1st Floor,Main Building,0,-
Victoria,VIHA-RPS-Regional Printing Services,Main Building,0,-
Victoria,VIHA-RPS-Regional Printing Services-Main Building,Main Building,0,-
Victoria,VIHA-RPS-Regional Printing Services-Main Building-1st Floor,Main Building,0,-
Victoria,VIHA-SARF-Styles Street Apartments-Main Building,Main Building,0,-
Victoria,VIHA-SARF-Styles Street Apartments-Main Building-2nd Floor,Main Building,0,-
Victoria,VIHA-SD62-Sooke School Board-Main Building-1st Floor,Main Building,0,-
Victoria,VIHA-SHU-Saanich Centre Health Unit,Main Building,0,-
Victoria,VIHA-SHU-Saanich Centre Health Unit-Main Building-2nd Floor,Main Building,0,-
Victoria,VIHA-SHU-Saanich Centre Health Unit-Main Building-3rd Floor,Main Building,0,-
Victoria,VIHA-SISC-South Island Surgical Centre,Main Building,0,-
Victoria,VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-4th Floor,Main Building,0,-
Victoria,VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-5th Floor,Main Building,0,-
Victoria,VIHA-SOMH-Seven Oaks Tertiary Mental Health,Main Building,0,-
Victoria,VIHA-SOMH-Seven Oaks Tertiary Mental Health-Main Building-1st Floor,Main Building,0,-
Victoria,VIHA-SOMH-Seven Oaks Tertiary Mental Health-Main Building-Basement,Main Building,0,-
Victoria,VIHA-SOMH-Seven Oaks Tertiary Mental Health-Seven Oaks House 2,Main Building,0,-
Victoria,VIHA-SOMH-Seven Oaks Tertiary Mental Health-Seven Oaks House 4-1st Floor,Main Building,0,-
Victoria,VIHA-SOMH-Seven Oaks Tertiary Mental Health-Seven Oaks House 5-Basement,Main Building,0,-
Victoria,VIHA-SOMH-Seven Oaks Tertiary Mental Health-Transition House-1st Floor,Main Building,0,-
Victoria,VIHA-TARF-Tillicum Apartments Residential Facility,Main Building,0,-
Victoria,VIHA-TARF-Tillicum Apartments Residential Facility-Main Building,Main Building,0,-
Victoria,VIHA-TARF-Tillicum Apartments Residential Facility-Main Building-1st Floor,Main Building,0,-
Victoria,VIHA-TOLM-Mount Tolmie Hospital-Main Building-1st Floor,Main Building,0,-
Victoria,VIHA-TOLM-Mount Tolmie Hospital-Main Building-Basement 1,Main Building,0,-
Victoria,VIHA-VADR-Victoria Allandale Road-Main Building,Main Building,0,-
Victoria,VIHA-VADR-Victoria Allandale Road-Main Building-1st Floor,Main Building,0,-
Victoria,VIHA-VCA-Vancouver Island Cancer Centre-Main Building,Main Building,0,-
Victoria,VIHA-VCDF-Victoria Community Dialysis Facility-Main Building-1st Floor,Main Building,0,-
Victoria,VIHA-VCS-Victoria Cook Street-Main Building-1st Floor,Main Building,0,-
Victoria,VIHA-VDMH-Victoria Detox-Main Building,Main Building,0,-
Victoria,VIHA-VDSC-Victoria Douglas Street Clinic,Main Building,0,-
Victoria,VIHA-VDSC-Victoria Douglas Street Clinic-Main,Main Building,0,-
Victoria,VIHA-VDSC-Victoria Douglas Street Clinic-Main-1st Floor,Main Building,0,-
Victoria,VIHA-VFS-Victoria Fort Street,Main Building,0,-
Victoria,VIHA-VFS-Victoria Fort Street-Main Building,Main Building,0,-
Victoria,VIHA-VFS-Victoria Fort Street-Main Building-1st Floor,Main Building,0,-
Victoria,VIHA-VGA-Victoria Glanford Avenue,Main Building,0,-
Victoria,VIHA-VGA-Victoria Glanford Avenue-Main Building,Main Building,0,-
Victoria,VIHA-VGA-Victoria Glanford Avenue-Main Building-3rd Floor,Main Building,0,-
Victoria,VIHA-VGH-Victoria General Hospital,Main Building,0,-
Victoria,VIHA-VGH-Victoria General Hospital-Main Building,Main Building,0,-
Victoria,VIHA-VGH-Victoria General Hospital-Main Building-1st Floor,Main Building,0,-
Victoria,VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor,Main Building,0,-
Victoria,VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor,Main Building,0,-
Victoria,VIHA-VGH-Victoria General Hospital-Main Building-4th Floor,Main Building,0,-
Victoria,VIHA-VGH-Victoria General Hospital-Main Building-5th Floor,Main Building,0,-
Victoria,VIHA-VGH-Victoria General Hospital-Main Building-6th Floor,Main Building,0,-
Victoria,VIHA-VGH-Victoria General Hospital-Main Building-7th Floor,Main Building,0,-
Victoria,VIHA-VGH-Victoria General Hospital-Parking Office-1st Floor,Main Building,0,-
Victoria,VIHA-VGH-Victoria General Hospital-Regional Laundry-1st Floor,Main Building,0,-
Victoria,VIHA-VGH-Victoria General Hospital-Regional Laundry-Basement 1,Main Building,0,-
Victoria,VIHA-VHCSC-Victoria Hospice Community Support Centre,Main Building,0,-
Victoria,VIHA-VHCSC-Victoria Hospice Community Support Centre-Main Building-1st Floor,Main Building,0,-
Victoria,VIHA-VHF-Victoria Hospice Foundation-Main Building,Main Building,0,-
Victoria,VIHA-VHU-Victoria Health Unit,Main Building,0,-
Victoria,VIHA-VHU-Victoria Health Unit-Main Building,Main Building,0,-
Victoria,VIHA-VHU-Victoria Health Unit-Main Building-1st Floor,Main Building,0,-
Victoria,VIHA-VHU-Victoria Health Unit-Main Building-2nd Floor,Main Building,0,-
Victoria,VIHA-VJSHC-Victoria Johnson Street Health Centre-Main Building-2nd Floor,Main Building,0,-
Victoria,VIHA-VJS-Victoria Johnson Street-The Dalmation-4th Floor,Main Building,0,-
Victoria,VIHA-VMH-Victoria Mental Health Centre,Main Building,0,-
Victoria,VIHA-VMS-Victoria Michigan Street (Her Way Home Program),Main Building,0,-
Victoria,VIHA-VMS-Victoria Michigan Street (Her Way Home Program)-Main Building,Main Building,0,-
Victoria,VIHA-VNPS-Victoria North Park Street-Main Building-1st Floor,Main Building,0,-
Victoria,VIHA-VNS-Victoria Nanaimo Street,Main Building,0,-
Victoria,VIHA-VNS-Victoria Nanaimo Street-Main Building,Main Building,0,-
Victoria,VIHA-VNS-Victoria Nanaimo Street-Main Building-1st Floor,Main Building,0,-
Victoria,VIHA-VOBA-Victoria Oak Bay Avenue-Main Building-1st Floor,Main Building,0,-
Victoria,VIHA-VPAHC-Victoria Pandora Avenue Health Centre,Main Building,0,-
Victoria,VIHA-VPAHC-Victoria Pandora Avenue Health Centre-Main Building,Main Building,0,-
Victoria,VIHA-VPAHC-Victoria Pandora Avenue Health Centre-Main Building-1st Floor,Main Building,0,-
Victoria,VIHA-VPCA-Victoria Princess Avenue-Main Building-1st Floor,Main Building,0,-
Victoria,VIHA-VQSC-Victoria Quadra Center-Main Building-2nd Floor,Main Building,0,-
Victoria,VIHA-VSQV-Victoria Summit Quadra Village,Main Building,0,-
Victoria,VIHA-VSQV-Victoria Summit Quadra Village-Main Building,Main Building,0,-
Victoria,VIHA-VSQV-Victoria Summit Quadra Village-Main Building-1st Floor,Main Building,0,-
Victoria,VIHA-VSQV-Victoria Summit Quadra Village-Main Building-2nd Floor,Main Building,0,-
Victoria,VIHA-VSQV-Victoria Summit Quadra Village-Main Building-3rd Floor,Main Building,0,-
Victoria,VIHA-VSQV-Victoria Summit Quadra Village-Main Building-4th Floor,Main Building,0,-
Victoria,VIHA-WCB-Wellness Centre at Belmont -Main-1st Floor,Main Building,0,-
Victoria,VIHA-WHRF-Wascana House Residential Facility-Main Building-1st Floor,Main Building,0,-
Victoria,VIHA-WSC-West Shore Centre-Main Building,Main Building,0,-
Victoria,VIHA-WSC-West Shore Centre-Main Building-1st Floor,Main Building,0,-
Victoria,VIHA-WSC-West Shore Centre-Main Building-2nd Floor,Main Building,0,-
Victoria,VIHA-WUPCC-Westshore Urgent Primary Care Centre,Main Building,0,-
Victoria,VIHA-WUPCC-Westshore Urgent Primary Care Centre-Main Building,Main Building,0,-
Victoria,VIHA-WUPCC-Westshore Urgent Primary Care Centre-Main Building-1st Floor,Main Building,0,-
Victoria,VIHA-YQIHC-Yates Quadra Integrated Health Centre,Main Building,0,-
Victoria,VIHA-YQIHC-Yates Quadra Integrated Health Centre-Main Building,Main Building,0,-
Victoria,VIHA-YQIHC-Yates Quadra Integrated Health Centre-Main Building-1st Floor,Main Building,0,-
Woss,VIHA-WRH-Woss Rural Health-Main Building-1st Floor,Main Building,0,-
Zeballos,VIHA-ZHU-Zeballos Health Unit,Main Building,0,-
Zeballos,VIHA-ZHU-Zeballos Health Unit-Main Building-1st Floor,Main Building,0,-
