"name","asset_tag","serial_number","location.city","location","u_building","u_room","u_floor","po_number","u_scheduled_retirement","u_last_rounded_date","u_device_rounding","u_department_location"
"PC033314","HSS-8067926","66S2XP3","Nanaimo","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services-Main Building-1st Floor","","115","","VIHATRP20221024-057","01/31/2027","06/06/2024","General Rounding","CDM ASTAT"
"PC032037","HSS-8082569","2VHLPR3","Nanaimo","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services-Main Building-1st Floor","Main Building","115","1st Floor","VIHATRP20240122-023","05/31/2027","06/06/2024","General Rounding","CDM ASTAT"
"LD090934","HSS-1047067","1TFQCW3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","Main","115","Floor 1","REQ1356235-RITM1430443-SCTASK2295892","07/31/2028","05/03/2025","General Rounding","PEOL"
"LD090318","HSS-1041619","3FK2NN3","Salt Spring Island","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","115 (Activities Aide)","1","REQ0629112-RITM0660848-SCTASK1435699","05/31/2027","12/03/2025","General Rounding","Home Care Services"
"LD065614","HSS-8076402","DMTY4X3","Ladysmith","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","115 (Child Youth & Family Services)","1","VIHATRP20230717-013","08/31/2027","02/28/2025","General Rounding","Lab Pre-Analytics"
"LD072234","HSS-1037486","GFQJLN3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","115 (W46)","1","REQ0688982-RITM0723730-SCTASK1140509","12/31/2026","11/27/2025","General Rounding","CHS"
"LD035602","HSS-8078931","7V7PGY3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","115 (W47)","1","VIHATRP20231003-066","11/30/2027","11/27/2025","General Rounding","Palliative End of Life"
"LD030735","HSS-8023737","5P71BC3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","115 (W48)","1","VIHATRP20210823-014","11/30/2025","11/27/2025","General Rounding","CHS"
"LD066346","HSS-8078877","9FXDFY3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","115 (W49)","1","VIHATRP20231003-013","11/30/2027","11/27/2025","General Rounding","HC Admin Duncan"
"LD027684","HSS-8070619","DBXFLN3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","115 (W50)","1","VIHATRP20230109-060","02/28/2027","11/27/2025","General Rounding","CHS"
"LD066348","HSS-8078878","84FHCY3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","115 (W51)","1","VIHATRP20231003-014","11/30/2027","11/27/2025","General Rounding","HC Admin Duncan"
"LD066024","HSS-8078880","4H0SGY3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","115 (W52) Education Desk","1","VIHATRP20231003-016","11/30/2027","11/27/2025","General Rounding","HC Admin Duncan"
"LD033576","HSS-8065682","GBW4NN3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","115 (W53)","1","VIHATRP20220815-151","12/31/2026","11/27/2025","General Rounding","CHS"
"LD062043","HSS-1037490","H6CJLN3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","115 (W54)","1","REQ0688982-RITM0723732-SCTASK1140531","12/31/2026","11/27/2025","General Rounding","CHS"
"LD020580","HSS-8067047","8XDH6J3","Nanaimo","VIHA-NBCBC-Nanaimo Boundary Crescent Beaufort Centre-Main Building-1st Floor","Main Building","115 - Manager Office","1","VIHATRP20221003-018","12/31/2026","10/29/2025","General Rounding","Kidney Care Clinic"
"PC052166","HSS-8080046","FQ7YTH3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1155 - Office 2","1","VIHATRP20231030-127","06/30/2026","12/09/2025","General Rounding","Medical Imaging Admin"
"PC051768","HSS-8060585","HLF5XP3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1155 - Office 2","1","VIHATRP20220802-096","11/30/2026","12/10/2025","General Rounding","Medical Imaging"
"PC047835","HSS-8061014","8Y773Q3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1155 - Office 2","1","VIHATRP20220808-087","11/30/2026","12/11/2025","General Rounding","Medical Imaging Admin"
"LD067551","HSS-1045813","G8XDGW3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main","1155 - WFH","1","REQ1251926-RITM1319514-SCTASK2110760","04/30/2028","","Excluded","Medical Imaging"
"PC052213","HSS-8061019","FY773Q3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1156","1","VIHATRP20220808-082","11/30/2026","08/01/2025","General Rounding","Medical Imaging Admin"
"PC051769","HSS-8079835","GML3KQ3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1156","1","VIHATRP20231030-023","10/31/2027","12/11/2025","General Rounding","Medical Imaging Admin"
"LD066173","HSS-8073301","3FJ1NN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1158","1","VIHATRP20230327-065","05/31/2027","","General Rounding",""
"LD036955","HSS-8057904","3QW54J3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1158","1","VIHATRP20220404-035","08/31/2026","04/03/2023","General Rounding","PACS Admin"
"PC066016","HSS-8025804","7ZGLDF3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1158 - PACS Admin","1","VIHATRP20211213-012","05/31/2026","07/06/2025","General Rounding","Medical Imaging"
"LD061321","HSS-1035312","99BR5J3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1159","1","REQ0583910-RITM0613270-SCTASK0996078","10/31/2026","12/29/2023","General Rounding","Respiratory Therapy Services"
"LD033322","HSS-8059335","CLQ34J3","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","Main Building","116","1","VIHATRP20220620-060","11/30/2026","12/16/2025","General Rounding",""
"LD104387","HSS-1049608","2MD2WH3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","1665 Grant Avenue","116","1","REQ1620254-RITM1709658-SCTASK2743111","12/31/2028","","General Rounding",""
"LD027235","HSS-8086539","8Q5TCW3","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","Main","116","1st Floor","VIHATRP20240513-021","06/30/2028","12/16/2025","General Rounding","PEOL"
"LD034239","HSS-8060541","23XJLN3","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","","116","","VIHATRP20220802-060","11/30/2026","03/14/2024","General Rounding"," "
"PC044202","HSS-8007932","MJ03DFLG","Nanaimo","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services-Main Building-1st Floor","Main Building","116","G","","05/31/2019","","","Mental Health & Addiction Services"
"LD037933","HSS-8076469","2PTY4X3","Ladysmith","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","116","1","VIHATRP20230717-082","08/31/2027","02/28/2025","General Rounding","Admin"
"LD031309","HSS-8095626","6Y4P774","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","Main Building","116","1st Floor","ISLHTRP20250915-023","09/30/2029","","",""
"LD090428","HSS-1045294","GJ599W3","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","Main Building","116","1","REQ1206806-RITM1271048-SCTASK2053128","02/29/2028","12/16/2025","General Rounding","Public Health"
"LD085685","HSS-1044810","J07JSV3","Nanaimo","VIHA-NHC-Nanaimo Health Centre","Nanaimo Health Centre","116","1","REQ1147753-RITM1208439-SCTASK1953011","12/31/2027","11/29/2025","General Rounding",""
"TD020424","HSS-8091240","F67DB54","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-2nd Floor","Main Building","116","2nd Floor","VIHATRP20241118-077","12/31/2028","03/20/2025","General Rounding","Nanaimo Community Services"
"TD001631","HSS-8062314","3FDRTQ3","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","NHC","116","1","VIHATRP20220906-009","12/31/2026","12/16/2025","General Rounding"," "
"LD085659","HSS-1044691","5KX1SV3","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","Nanaimo Health Centre","116","1","REQ1147115-RITM1207759-SCTASK1934793","12/31/2027","12/16/2025","General Rounding","Community Care"
"LD030834","HSS-8062308","8RQ3NN3","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-2nd Floor","Main Building","116","1","VIHATRP20220906-013","12/31/2026","11/28/2025","General Rounding","Home Care"
"LD085658","HSS-1044689","FHX1SV3","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","Nanaimo Health Centre","116","1","REQ1147118-RITM1207762-SCTASK1932865","12/31/2027","12/16/2025","General Rounding","Community Care"
"LD027426","HSS-8091652","BJLWVH3","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","Main Building","116","1st Floor","VIHATRP20241209-022","01/31/2029","12/16/2025","General Rounding","Nanaimo Community Services"
"LD085495","HSS-1042436","BR9TQV3","Nanaimo","VIHA-NDBC-Nanaimo Dufferin Boundary Crescents-Main Building-1st Floor","Main","116","1","REQ0876048-RITM0920684-SCTASK1553893","06/30/2027","12/10/2024","General Rounding","PEOL"
"TD001665","HSS-8071451","C2R2VT3","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-2nd Floor","Main Building","116","1","VIHATRP20230130-017","03/31/2027","11/28/2025","General Rounding","Community Health"
"LD066012","HSS-8077205","9YKZ4X3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","116 (W55)","1","VIHATRP20230807-057","09/30/2027","11/27/2025","General Rounding","Home Care Nursing (East HCN 1)"
"LD031002","HSS-8095132","DDBP774","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","116 (W56)","1","ISLHTRP20250825-017","10/31/2029","11/27/2025","General Rounding",""
"LD037512","HSS-8093121","5VQHX64","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","116 (W57)","1","ISLHTRP20250421-043","03/31/2029","11/27/2025","General Rounding","Duncan Community Hlth Services"
"LD072235","HSS-1037487","CYWJLN3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","116 (W58)","1","REQ0689458-RITM0724216-SCTASK1140518","12/31/2026","11/27/2025","General Rounding","Home Care Nursing (Float 1)"
"LD023591","HSS-8080371","690SGY3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","116 (W59)","1","VIHATRP20231113-075","12/31/2027","11/27/2025","General Rounding","Home Care Nursing (East HCN 1)"
"LD072237","HSS-1037492","9FG7NN3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","116 (W60)","1","REQ0688982-RITM0723727-SCTASK1140536","12/31/2026","11/27/2025","General Rounding","Home Care Nursing (South HCN 2)"
"LD038591","HSS-8065681","JGHFLN3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","116 (W61)","1","VIHATRP20220815-150","12/31/2026","11/27/2025","General Rounding","Home Care Nursing (South HCN 2)"
"LD062044","HSS-1037491","CWJJLN3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","116 (W62)","1","REQ0688982-RITM0723728-SCTASK1140540","12/31/2026","11/27/2025","General Rounding","Home Care Nursing (Palliative HCN 2)"
"LD066133","HSS-8078876","DTDQ8Y3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","116 (W63)","1","VIHATRP20231003-012","11/30/2027","11/27/2025","General Rounding","Home Care Nursing (South HCN 1)"
"LD062049","HSS-1037497","GVJJLN3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","116 (W64)","1","REQ0688982-RITM0723726-SCTASK1140604","12/31/2026","11/27/2025","General Rounding","Home Care Nursing (AL LPN 2)"
"LD030565","HSS-8078868","8J7HCY3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","116 (W65)","1","VIHATRP20231003-004","11/30/2027","11/27/2025","General Rounding","Home Care Nursing (HCN Palliative 3)"
"LD033578","HSS-8065693","CV9FLN3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","116 (W66)","1","VIHATRP20220815-162","12/31/2026","11/27/2025","General Rounding","Home Care Nursing (West HCN 1)"
"LD066014","HSS-8078875","HDFPGY3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","116 (W67)","1","VIHATRP20231003-011","11/30/2027","11/27/2025","General Rounding","Home Care Nursing (HCN Float 3)"
"LD035065","HSS-8078904","3CLQ8Y3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","116 (W68)","1","VIHATRP20231003-039","11/30/2027","11/27/2025","General Rounding","Home Care Nursing (West HCN 2)"
"PC085301","HSS-8061890","BVVQQN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main","1160","1","REQ1254128-RITM1321876-SCTASK2130063","11/30/2026","07/17/2025","General Rounding","(TBD)"
"PC052396","HSS-8027364","1PW6VH3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1161","1","VIHATRP20220314-019","07/31/2026","12/11/2025","General Rounding","Medical Imaging"
"PC052307","HSS-8061020","GX773Q3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1161","1","VIHATRP20220808-085","11/30/2026","12/09/2025","General Rounding","Medical Imaging"
"PC034405","HSS-8061011","6X773Q3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1161 - X Ray Tech Area","1","VIHATRP20220808-088","11/30/2026","12/11/2025","General Rounding","Medical Imaging"
"PC050799","HSS-8083655","560RG04","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1161 - X Ray Tech Area","1st Floor","VIHATRP20240219-042","03/31/2028","11/09/2025","General Rounding","X-Ray/Fluoroscopy"
"PC051773","HSS-8083695","F20RG04","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1161 - X Ray Tech Area","1st Floor","VIHATRP20240219-082","03/31/2028","11/09/2025","General Rounding","X-Ray/Fluoroscopy"
"PC050929","HSS-8083654","460RG04","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1161 - X Ray Tech Area","1st Floor","VIHATRP20240219-041","03/31/2028","11/09/2025","General Rounding","X-Ray/Fluoroscopy"
"PC050439","HSS-8061015","BW773Q3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1162","1","VIHATRP20220808-089","11/30/2026","12/11/2025","General Rounding","Medical Imaging"
"PC052185","HSS-8016977","MJ089S86","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1162 - Office","1","","07/31/2022","12/11/2025","Critical Clinical","Medical Imaging"
"LD036727","HSS-8094193","5ZMHX64","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1162 -Dr. Robert Fulcher","1st Floor","ISLHTRP20250630-078","03/31/2029","","","Medical Imag Site Admin"
"PC061664","HSS-8088670","49X8D14","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1163 - CT Scan Control Room 1","1st Floor","VIHATRP20240722-041","09/30/2028","12/11/2025","General Rounding","CI Medical Imaging"
"PC050802","HSS-8061016","BY773Q3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1163 - CT Scan Control Room 1","1","VIHATRP20220808-091","11/30/2026","12/11/2025","Critical Clinical","Medical Imaging"
"PC061663","HSS-8088671","58X8D14","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1163 - CT Scan Control Room 1","1st Floor","VIHATRP20240722-042","09/30/2028","12/11/2025","General Rounding","CI Medical Imaging"
"PC051771","HSS-8083672","6R6SG04","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1165A - Fluoroscopy Area Office","1st Floor","VIHATRP20240219-059","03/31/2028","05/18/2025","General Rounding","X-Ray/Fluoroscopy"
"PC051781","HSS-8061018","DY773Q3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1165B - Fluoroscopy Room 5","1","VIHATRP20220808-086","11/30/2026","12/11/2025","General Rounding","Medical Imaging"
"PC034406","HSS-8083668","HYGJH04","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1168 - Radiography Room 3","1st Floor","VIHATRP20240219-055","03/31/2028","12/11/2025","Critical Clinical","X-Ray/Fluoroscopy"
"LD046295","HSS-1964264","JJSKN53","Parksville","VIHA-PFP-Parksville Family Place-Main Building-1st Floor","Main Building","117","1","DMND0002340-COVID19W-06-0021","04/30/2025","05/03/2024","General Rounding","Public Health"
"LD090434","HSS-1045299","DJP99W3","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","Main","117","1","REQ1207101-RITM1271399-SCTASK2054266","02/29/2028","","General Rounding","(TBD)"
"PC075721","HSS-1940361","96SG664","Duncan","VIHA-CUPCC-Cowichan Urgent Primary Care Centre","Main","117","1","DMND0005307","07/31/2029","","",""
"LD031304","HSS-8060515","CG2KLN3","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","Main Building","117","1","VIHATRP20220802-028","11/30/2026","12/16/2025","General Rounding","Community Health Services"
"LD080612","HSS-1042280","C9KJTV3","Ladysmith","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","117 (Kellie Connelly)","1","REQ0906207-RITM0952650-SCTASK1523264","05/31/2027","02/28/2025","General Rounding","Clinical Practice Educator Wound"
